name,manufacturer,approval_status,generic_name,brand_price,generic_price
DEXTROAMPHETAMINE SULFATE,NOVEL LABS INC,Approved,DEXTROAMPHETAMINE SULFATE,0,0
FLUDEOXYGLUCOSE F18,MA GENERAL HOSP,Approved,FLUDEOXYGLUCOSE F-18,0,0
RIZATRIPTAN BENZOATE,INVAGEN PHARMS,Approved,RIZATRIPTAN BENZOATE,0,0
DULOXETINE HYDROCHLORIDE,HETERO LABS LTD III,Approved,DULOXETINE HYDROCHLORIDE,0,0
SODIUM FLUORIDE F-18,BIOMEDCL RES FDN,Approved,SODIUM FLUORIDE F-18,0,0
AMMONIA N 13,BIOMEDCL RES FDN,Approved,AMMONIA N-13,0,0
INVOKAMET,JANSSEN PHARMS,Approved,CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE,0,0
MESALAMINE,MYLAN PHARMS INC,Approved,MESALAMINE,0,0
AMMONIA N 13,WI MEDCL CYCLOTRON,Approved,AMMONIA N-13,0,0
AMMONIA N 13,SHERTECH LABS LLC,Approved,AMMONIA N-13,0,0
ZOLEDRONIC ACID,APOTEX INC,Approved,ZOLEDRONIC ACID,0,0
OXALIPLATIN,QILU PHARM CO LTD,Approved,OXALIPLATIN,0,0
STIVARGA,BAYER HEALTHCARE PHARMS,Approved,REGORAFENIB,0,0
VRAYLAR,FOREST RES INST INC,Approved,CARIPRAZINE HYDROCHLORIDE,0,0
"GRISEOFULVIN, ULTRAMICROSIZE",RICONPHARMA LLC,Approved,"GRISEOFULVIN, ULTRAMICROSIZE",0,0
QUININE SULFATE,RICONPHARMA LLC,Approved,QUININE SULFATE,0,0
SIRTURO,JANSSEN THERAP,Approved,BEDAQUILINE FUMARATE,0,0
FLUDEOXYGLUCOSE F18,CHILDRENS HOSP MI,Approved,FLUDEOXYGLUCOSE F-18,0,0
MINOCYCLINE HYDROCHLORIDE,SIDMAK LABS INDIA,Approved,MINOCYCLINE HYDROCHLORIDE,0,0
VOGELXO,UPSHER SMITH,Approved,TESTOSTERONE,0,0
RIVASTIGMINE,ALVOGEN MALTA,Approved,RIVASTIGMINE,0,0
METHOCARBAMOL,MYLAN INSTITUTIONAL,Approved,METHOCARBAMOL,0,0
OPSUMIT,ACTELION PHARMS LTD,Approved,MACITENTAN,0,0
DELZICOL,APIL,Approved,MESALAMINE,0,0
TELMISARTAN,AMNEAL PHARMS,Approved,TELMISARTAN,0,0
FOLIC ACID,NUVO PHARM INC,Approved,FOLIC ACID,0,0
TAYTULLA,APIL,Approved,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,0,0
KERYDIN,ANACOR PHARMS INC,Approved,TAVABOROLE,0,0
BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,ETHYPHARM USA CORP,Approved,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,0,0
DIAZEPAM,LANNETT HOLDINGS INC,Approved,DIAZEPAM,0,0
NEOMYCIN SULFATE,LANNETT HOLDINGS INC,Approved,NEOMYCIN SULFATE,0,0
SODIUM FLUORIDE F-18,UCSF RODIOPHARM,Approved,SODIUM FLUORIDE F-18,0,0
SODIUM FLUORIDE F-18,MIDWEST MEDCL,Approved,SODIUM FLUORIDE F-18,0,0
PROBUPHINE,BRAEBURN PHARMS INC,Approved,BUPRENORPHINE HYDROCHLORIDE,0,0
LITHIUM CARBONATE,ALEMBIC PHARMS LTD,Approved,LITHIUM CARBONATE,0,0
DOXYCYCLINE,G AND W LABS INC,Approved,DOXYCYCLINE,0,0
TRINTELLIX,TAKEDA PHARMS USA,Approved,VORTIOXETINE HYDROBROMIDE,0,0
AMMONIA N 13,SPECTRON MRC LLC,Approved,AMMONIA N-13,0,0
AMMONIA N 13,MIDWEST MEDCL,Approved,AMMONIA N-13,0,0
OXYMORPHONE HYDROCHLORIDE,AUROLIFE PHARMA LLC,Approved,OXYMORPHONE HYDROCHLORIDE,0,0
SODIUM FLUORIDE F-18,UIHC PET IMAGING,Approved,SODIUM FLUORIDE F-18,0,0
FLUDEOXYGLUCOSE F18,GLOBAL ISOTOPES LLC,Approved,FLUDEOXYGLUCOSE F-18,0,0
SODIUM FLUORIDE F-18,GLOBAL ISOTOPES LLC,Approved,SODIUM FLUORIDE F-18,0,0
AMMONIA N 13,GLOBAL ISOTOPES LLC,Approved,AMMONIA N-13,0,0
ALLOPURINOL,INDOCO REMEDIES,Approved,ALLOPURINOL,0,0
FLUDEOXYGLUCOSE F18,MIPS CRF,Approved,FLUDEOXYGLUCOSE F-18,0,0
PRIMAQUINE PHOSPHATE,BAYSHORE PHARMS LLC,Approved,PRIMAQUINE PHOSPHATE,0,0
VASOSTRICT,PAR STERILE PRODUCTS,Approved,VASOPRESSIN,0,0
RALOXIFENE HYDROCHLORIDE,GLENMARK PHARMS LTD,Approved,RALOXIFENE HYDROCHLORIDE,0,0
LIDOCAINE HYDROCHLORIDE,TELIGENT PHARMA INC,Approved,LIDOCAINE HYDROCHLORIDE,0,0
AMMONIA N 13,UCSF RODIOPHARM,Approved,AMMONIA N-13,0,0
SODIUM FLUORIDE F-18,UNIV UTAH CYCLOTRON,Approved,SODIUM FLUORIDE F-18,0,0
FLUDEOXYGLUCOSE F18,UNIV UTAH CYCLOTRON,Approved,FLUDEOXYGLUCOSE F-18,0,0
IBANDRONATE SODIUM,AUROBINDO PHARMA LTD,Approved,IBANDRONATE SODIUM,0,0
AMMONIA N 13,WA UNIV SCH MED,Approved,AMMONIA N-13,0,0
FEXOFENADINE HYDROCHLORIDE ALLERGY,SCIEGEN PHARMS INC,Approved,FEXOFENADINE HYDROCHLORIDE,0,0
FEXOFENADINE HYDROCHLORIDE HIVES,SCIEGEN PHARMS INC,Approved,FEXOFENADINE HYDROCHLORIDE,0,0
CLINOLIPID 20%,BAXTER HLTHCARE,Approved,OLIVE OIL; SOYBEAN OIL,0,0
AMMONIA N 13,PETNET,Approved,AMMONIA N-13,0,0
LEVETIRACETAM,INTELLIPHARMACEUTICS,Approved,LEVETIRACETAM,0,0
FLUDEOXYGLUCOSE F18,NCM USA BRONX LLC,Approved,FLUDEOXYGLUCOSE F-18,0,0
SODIUM FLUORIDE F-18,NCM USA BRONX LLC,Approved,SODIUM FLUORIDE F-18,0,0
AMMONIA N 13,JOHNS HOPKINS UNIV,Approved,AMMONIA N-13,0,0
AMMONIA N 13,NCM USA BRONX LLC,Approved,AMMONIA N-13,0,0
BRISDELLE,SEBELA IRELAND LTD,Approved,PAROXETINE MESYLATE,0,0
SODIUM FLUORIDE F-18,MIPS CRF,Approved,SODIUM FLUORIDE F-18,0,0
CELECOXIB,ALEMBIC PHARMS LTD,Approved,CELECOXIB,0,0
GEMCITABINE HYDROCHLORIDE,GLAND PHARMA LTD,Approved,GEMCITABINE HYDROCHLORIDE,0,0
PIMOZIDE,PAR PHARM,Approved,PIMOZIDE,0,0
FLUDEOXYGLUCOSE F18,CPDC,Approved,FLUDEOXYGLUCOSE F-18,0,0
SODIUM FLUORIDE F-18,HOT SHOTS NM LLC,Approved,SODIUM FLUORIDE F-18,0,0
FLUDEOXYGLUCOSE F18,UNIV MICHIGAN,Approved,FLUDEOXYGLUCOSE F-18,0,0
DEXMETHYLPHENIDATE HYDROCHLORIDE,NOVEL LABS INC,Approved,DEXMETHYLPHENIDATE HYDROCHLORIDE,0,0
AMMONIA N 13,MIPS CRF,Approved,AMMONIA N-13,0,0
LINEZOLID,AMNEAL PHARMS,Approved,LINEZOLID,0,0
ZIDOVUDINE,LIAONING CHENGDA,Approved,ZIDOVUDINE,0,0
AMMONIA N 13,CENTRAL RADIOPHARM,Approved,AMMONIA N-13,0,0
SODIUM FLUORIDE F-18,ESSENTIAL ISOTOPES,Approved,SODIUM FLUORIDE F-18,0,0
SODIUM FLUORIDE F-18,PRECISION NUCLEAR,Approved,SODIUM FLUORIDE F-18,0,0
FLUDEOXYGLUCOSE F18,PRECISION NUCLEAR,Approved,FLUDEOXYGLUCOSE F-18,0,0
AMMONIA N 13,PRECISION NUCLEAR,Approved,AMMONIA N-13,0,0
BUDESONIDE,TEVA PHARMS USA,Approved,BUDESONIDE,0,0
GEMCITABINE HYDROCHLORIDE,ACTAVIS INC,Approved,GEMCITABINE HYDROCHLORIDE,0,0
CYCLOPHOSPHAMIDE,JIANGSU HENGRUI MED,Approved,CYCLOPHOSPHAMIDE,0,0
"PEG-3350, POTASSIUM CHLORIDE, SODIUM BICARBONATE, SODIUM CHLORIDE",STRIDES ARCOLAB LTD,Approved,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE,0,0
BELSOMRA,MERCK SHARP DOHME,Approved,SUVOREXANT,0,0
RIVASTIGMINE TARTRATE,AUROBINDO PHARMA LTD,Approved,RIVASTIGMINE TARTRATE,0,0
TETRABENAZINE,HETERO LABS LTD V,Approved,TETRABENAZINE,0,0
HYDROCODONE BITARTRATE AND IBUPROFEN,AUROLIFE PHARMA LLC,Approved,HYDROCODONE BITARTRATE; IBUPROFEN,0,0
BUSPIRONE HYDROCHLORIDE,HERITAGE PHARMA,Approved,BUSPIRONE HYDROCHLORIDE,0,0
TOLCAPONE,PAR PHARM INC,Approved,TOLCAPONE,0,0
CELECOXIB,MACLEODS PHARMS LTD,Approved,CELECOXIB,0,0
ZORVOLEX,IROKO PHARMS LLC,Approved,DICLOFENAC,0,0
ADAPALENE,CALL INC,Approved,ADAPALENE,0,0
FELBAMATE,ALVOGEN MALTA,Approved,FELBAMATE,0,0
FLUOXETINE HYDROCHLORIDE,SCIEGEN PHARMS INC,Approved,FLUOXETINE HYDROCHLORIDE,0,0
FENOFIBRATE,HETERO LABS LTD III,Approved,FENOFIBRATE,0,0
OXYCODONE HYDROCHLORIDE,NOVEL LABS INC,Approved,OXYCODONE HYDROCHLORIDE,0,0
MONTELUKAST SODIUM,AMNEAL PHARMS,Approved,MONTELUKAST SODIUM,0,0
ACYCLOVIR,AMNEAL PHARMS,Approved,ACYCLOVIR,0,0
TRIAMCINOLONE ACETONIDE,TELIGENT PHARMA INC,Approved,TRIAMCINOLONE ACETONIDE,0,0
ETOMIDATE,EMCURE PHARMS LTD,Approved,ETOMIDATE,0,0
NEVIRAPINE,ALVOGEN MALTA,Approved,NEVIRAPINE,0,0
PENNSAID,HORIZON PHARMA,Approved,DICLOFENAC SODIUM,0,0
"HYDROCODONE BITARTRATE, CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE",PADDOCK LLC,Approved,CHLORPHENIRAMINE MALEATE; HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE,0,0
JARDIANCE,BOEHRINGER INGELHEIM,Approved,EMPAGLIFLOZIN,0,0
PROVAYBLUE,PROVEPHARM SAS,Approved,METHYLENE BLUE,0,0
ACITRETIN,SIGMAPHARM LABS LLC,Approved,ACITRETIN,0,0
ETHACRYNATE SODIUM,MYLAN INSTITUTIONAL,Approved,ETHACRYNATE SODIUM,0,0
MOXIFLOXACIN HYDROCHLORIDE,MYLAN PHARMS INC,Approved,MOXIFLOXACIN HYDROCHLORIDE,0,0
DICLOFENAC POTASSIUM,BIONPHARMA INC,Approved,DICLOFENAC POTASSIUM,0,0
LO MINASTRIN FE,APIL,Approved,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,0,0
NEXIUM 24HR,ASTRAZENECA LP,Approved,ESOMEPRAZOLE MAGNESIUM,0,0
ESOMEPRAZOLE SODIUM,AUROBINDO PHARMA LTD,Approved,ESOMEPRAZOLE SODIUM,0,0
HYDROCODONE BITARTRATE AND PSEUDOEPHEDRINE HYDROCHLORIDE,PADDOCK LLC,Approved,HYDROCODONE BITARTRATE; PSEUDOEPHEDRINE HYDROCHLORIDE,0,0
POTASSIUM CHLORIDE,MYLAN PHARMS INC,Approved,POTASSIUM CHLORIDE,0,0
AMMONIA N 13,IBA MOLECULAR N AM,Approved,AMMONIA N-13,0,0
SOVALDI,GILEAD SCIENCES INC,Approved,SOFOSBUVIR,0,0
DESOXIMETASONE,GROUPE PARIMA INC,Approved,DESOXIMETASONE,0,0
NEURACEQ,PIRAMAL IMAGING,Approved,FLORBETABEN F-18,0,0
HYDRALAZINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,Approved,HYDRALAZINE HYDROCHLORIDE,0,0
KHEDEZLA,OSMOTICA PHARM CORP,Approved,DESVENLAFAXINE,0,0
IMPAVIDO,KNIGHT THERAPS,Approved,MILTEFOSINE,0,0
ACETAZOLAMIDE,NOSTRUM LABS INC,Approved,ACETAZOLAMIDE,0,0
ETHYNODIOL DIACETATE AND ETHINYL ESTRADIOL,JAI PHARMA LTD,Approved,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE,0,0
DUTASTERIDE,BRECKENRIDGE PHARM,Approved,DUTASTERIDE,0,0
OLOPATADINE HYDROCHLORIDE,ZACH SYSTEM SPA,Approved,OLOPATADINE HYDROCHLORIDE,0,0
MIRVASO,GALDERMA LABS LP,Approved,BRIMONIDINE TARTRATE,0,0
BENZTROPINE MESYLATE,ASPEN GLOBAL INC,Approved,BENZTROPINE MESYLATE,0,0
FROVATRIPTAN SUCCINATE,GLENMARK PHARMS LTD,Approved,FROVATRIPTAN SUCCINATE,0,0
FOSRENOL,SHIRE DEV LLC,Approved,LANTHANUM CARBONATE,0,0
ACIPHEX SPRINKLE,FSC THERAP,Approved,RABEPRAZOLE SODIUM,0,0
PYRIDOSTIGMINE BROMIDE,ALVOGEN MALTA,Approved,PYRIDOSTIGMINE BROMIDE,0,0
AMIODARONE HYDROCHLORIDE,AUROBINDO PHARMA LTD,Approved,AMIODARONE HYDROCHLORIDE,0,0
PAROXETINE HYDROCHLORIDE,KREMERS URBAN PHARMS,Approved,PAROXETINE HYDROCHLORIDE,0,0
VALGANCICLOVIR HYDROCHLORIDE,AUROBINDO PHARMA LTD,Approved,VALGANCICLOVIR HYDROCHLORIDE,0,0
LEVETIRACETAM,NOSTRUM LABS INC,Approved,LEVETIRACETAM,0,0
METOCLOPRAMIDE,EMCURE PHARMS LTD,Approved,METOCLOPRAMIDE HYDROCHLORIDE,0,0
FLUDEOXYGLUCOSE F18,KETTERING MEDCTR,Approved,FLUDEOXYGLUCOSE F-18,0,0
MOVANTIK,ASTRAZENECA PHARMS,Approved,NALOXEGOL OXALATE,0,0
LINEZOLID,FRESENIUS KABI USA,Approved,LINEZOLID,0,0
ACETAMINOPHEN,FRESENIUS KABI USA,Approved,ACETAMINOPHEN,0,0
TIVORBEX,IROKO PHARMS LLC,Approved,INDOMETHACIN,0,0
BENDAMUSTINE HYDROCHLORIDE,GLENMARK PHARMS LTD,Approved,BENDAMUSTINE HYDROCHLORIDE,0,0
METHYLPHENIDATE HYDROCHLORIDE,CNTY LINE PHARMS,Approved,METHYLPHENIDATE HYDROCHLORIDE,0,0
MELPHALAN HYDROCHLORIDE,PAR STERILE PRODUCTS,Approved,MELPHALAN HYDROCHLORIDE,0,0
IRBESARTAN,SCIEGEN PHARMS INC,Approved,IRBESARTAN,0,0
LITHIUM CARBONATE,UNIQUE PHARM LABS,Approved,LITHIUM CARBONATE,0,0
DOTAREM,GUERBET,Approved,GADOTERATE MEGLUMINE,0,0
TREZIX,WRASER PHARMS LLC,Approved,ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE,0,0
TIVICAY,VIIV HLTHCARE,Approved,DOLUTEGRAVIR SODIUM,0,0
PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,MACLEODS PHARMS LTD,Approved,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,0,0
TADALAFIL,ALEMBIC PHARMS LTD,Approved,TADALAFIL,0,0
OLOPATADINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,Approved,OLOPATADINE HYDROCHLORIDE,0,0
ADEMPAS,BAYER HLTHCARE,Approved,RIOCIGUAT,0,0
MITIGARE,HIKMA INTL PHARMS,Approved,COLCHICINE,0,0
VALSARTAN,PRINSTON INC,Approved,VALSARTAN,0,0
IZBA,ALCON LABS INC,Approved,TRAVOPROST,0,0
OTREXUP,ANTARES PHARMA INC,Approved,METHOTREXATE,0,0
FESOTERODINE FUMARATE,ALKEM LABS LTD,Approved,FESOTERODINE FUMARATE,0,0
POTASSIUM CHLORIDE,NOVEL LABS INC,Approved,POTASSIUM CHLORIDE,0,0
CEFIXIME,AUROBINDO PHARMA LTD,Approved,CEFIXIME,0,0
LACOSAMIDE,AMNEAL PHARMS,Approved,LACOSAMIDE,0,0
SUMATRIPTAN,LANNETT,Approved,SUMATRIPTAN,0,0
METHYLTESTOSTERONE,IMPAX LABS INC,Approved,METHYLTESTOSTERONE,0,0
MEROPENEM,DAEWOONG PHARM CO,Approved,MEROPENEM,0,0
LACOSAMIDE,ACTAVIS LABS FL INC,Approved,LACOSAMIDE,0,0
PYRIDOXINE HYDROCHLORIDE,MYLAN INSTITUTIONAL,Approved,PYRIDOXINE HYDROCHLORIDE,0,0
SILDENAFIL CITRATE,RUBICON RES PVT LTD,Approved,SILDENAFIL CITRATE,0,0
ZONTIVITY,MERCK SHARP DOHME,Approved,VORAPAXAR SULFATE,0,0
AMLODIPINE BESYLATE,SOVEREIGN PHARMS,Approved,AMLODIPINE BESYLATE,0,0
TIMOLOL MALEATE,AKORN INC,Approved,TIMOLOL MALEATE,0,0
LACOSAMIDE,MSN LABS PVT LTD,Approved,LACOSAMIDE,0,0
OMEPRAZOLE AND SODIUM BICARBONATE,AUROLIFE PHARMA LLC,Approved,OMEPRAZOLE; SODIUM BICARBONATE,0,0
OMEGA-3-ACID ETHYL ESTERS,AMNEAL PHARMS,Approved,OMEGA-3-ACID ETHYL ESTERS,0,0
TROSPIUM CHLORIDE,HERITAGE PHARMS INC,Approved,TROSPIUM CHLORIDE,0,0
AZACITIDINE,MYLAN INSTITUTIONAL,Approved,AZACITIDINE,0,0
KENGREAL,CHIESI USA INC,Approved,CANGRELOR,0,0
LACOSAMIDE,ALEMBIC PHARMS LTD,Approved,LACOSAMIDE,0,0
OMTRYG,TRYGG,Approved,OMEGA-3-ACID ETHYL ESTERS TYPE A,0,0
OXYCODONE HYDROCHLORIDE,ANI PHARMS INC,Approved,OXYCODONE HYDROCHLORIDE,0,0
RUFINAMIDE,ROXANE,Approved,RUFINAMIDE,0,0
GABAPENTIN,SCIEGEN PHARMS INC,Approved,GABAPENTIN,0,0
LACOSAMIDE,AUROBINDO PHARMA LTD,Approved,LACOSAMIDE,0,0
NALOXONE HYDROCHLORIDE,MYLAN INSTITUTIONAL,Approved,NALOXONE HYDROCHLORIDE,0,0
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,PAR PHARM,Approved,ACETAMINOPHEN; HYDROCODONE BITARTRATE,0,0
PRESTALIA,SYMPLMED PHARMS LLC,Approved,AMLODIPINE BESYLATE; PERINDOPRIL ARGININE,0,0
PHENTERMINE HYDROCHLORIDE,KEN LIFESCIENCE,Approved,PHENTERMINE HYDROCHLORIDE,0,0
CAFFEINE CITRATE,AUROBINDO PHARMA LTD,Approved,CAFFEINE CITRATE,0,0
BUPRENORPHINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,KREMERS URBAN PHARMS,Approved,BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE,0,0
LACOSAMIDE,MYLAN PHARMS INC,Approved,LACOSAMIDE,0,0
EPINEPHRINE,BELCHER PHARMS LLC,Approved,EPINEPHRINE,0,0
LACOSAMIDE,SUN PHARMA GLOBAL,Approved,LACOSAMIDE,0,0
VORICONAZOLE,AMNEAL PHARMS,Approved,VORICONAZOLE,0,0
TRANEXAMIC ACID,AUROBINDO PHARMA LTD,Approved,TRANEXAMIC ACID,0,0
RIFAMPIN,HIKMA PHARMS,Approved,RIFAMPIN,0,0
NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,JAI PHARMA LTD,Approved,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,0,0
NOXAFIL,MERCK SHARP DOHME,Approved,POSACONAZOLE,0,0
NATEGLINIDE,ALVOGEN MALTA,Approved,NATEGLINIDE,0,0
EPANOVA,ASTRAZENECA PHARMS,Approved,OMEGA-3-CARBOXYLIC ACIDS,0,0
ARIPIPRAZOLE,HETERO LABS LTD V,Approved,ARIPIPRAZOLE,0,0
MILNACIPRAN HYDROCHLORIDE,LIBERTY PHARMA INC,Approved,MILNACIPRAN HYDROCHLORIDE,0,0
RUFINAMIDE,GLENMARK PHARMS LTD,Approved,RUFINAMIDE,0,0
OXICONAZOLE NITRATE,TARO,Approved,OXICONAZOLE NITRATE,0,0
ITRACONAZOLE,AMNEAL PHARMS,Approved,ITRACONAZOLE,0,0
MILNACIPRAN HYDROCHLORIDE,AMNEAL PHARMS,Approved,MILNACIPRAN HYDROCHLORIDE,0,0
DESOXIMETASONE,ACTAVIS MID ATLANTIC,Approved,DESOXIMETASONE,0,0
CARISOPRODOL,ORIENT PHARMA CO LTD,Approved,CARISOPRODOL,0,0
CYPROHEPTADINE HYDROCHLORIDE,INGENUS PHARMS NJ,Approved,CYPROHEPTADINE HYDROCHLORIDE,0,0
RUFINAMIDE,MYLAN PHARMS INC,Approved,RUFINAMIDE,0,0
VARITHENA,PROVENSIS,Approved,POLIDOCANOL,0,0
LEVETIRACETAM,SECAN PHARMS,Approved,LEVETIRACETAM,0,0
YOSPRALA,ARALEZ PHARMS INC,Approved,ASPIRIN;OMEPRAZOLE,0,0
SOTYLIZE,ARBOR PHARMS LLC,Approved,SOTALOL HYDROCHLORIDE,0,0
VELPHORO,VIFOR FRESENIUS,Approved,SUCROFERRIC OXYHYDROXIDE,0,0
DOXYCYCLINE,ZYDUS PHARMS USA INC,Approved,DOXYCYCLINE,0,0
FENOFIBRATE,AUROBINDO PHARMA LTD,Approved,FENOFIBRATE,0,0
PANTOPRAZOLE SODIUM,AMNEAL PHARMS,Approved,PANTOPRAZOLE SODIUM,0,0
BUTALBITAL AND ACETAMINOPHEN,CNTY LINE PHARMS,Approved,ACETAMINOPHEN; BUTALBITAL,0,0
QUDEXY XR,UPSHER SMITH,Approved,TOPIRAMATE,0,0
OLYSIO,JANSSEN PRODS,Approved,SIMEPREVIR SODIUM,0,0
CARISOPRODOL,INDICUS PHARMA,Approved,CARISOPRODOL,0,0
CLINDAMYCIN PHOSPHATE AND BENZOYL PEROXIDE,ACTAVIS LABS UT INC,Approved,BENZOYL PEROXIDE; CLINDAMYCIN PHOSPHATE,0,0
TRANEXAMIC ACID,MYLAN,Approved,TRANEXAMIC ACID,0,0
AMLODIPINE BESYLATE AND VALSARTAN,INVAGEN PHARMS,Approved,AMLODIPINE BESYLATE; VALSARTAN,0,0
TELMISARTAN,INVENTIA HLTHCARE,Approved,TELMISARTAN,0,0
VALGANCICLOVIR HYDROCHLORIDE,HETERO LABS LTD V,Approved,VALGANCICLOVIR HYDROCHLORIDE,0,0
ALMOTRIPTAN MALATE,MYLAN PHARMS INC,Approved,ALMOTRIPTAN MALATE,0,0
ECOZA,EXELTIS SUISSE,Approved,ECONAZOLE NITRATE,0,0
TOBRAMYCIN SULFATE,AKORN,Approved,TOBRAMYCIN SULFATE,0,0
NITROFURANTOIN,ACTAVIS MID ATLANTIC,Approved,NITROFURANTOIN,0,0
DESVENLAFAXINE,TEVA PHARMS USA,Approved,DESVENLAFAXINE FUMARATE,0,0
LAMIVUDINE,LUPIN LTD,Approved,LAMIVUDINE,0,0
VALGANCICLOVIR HYDROCHLORIDE,ACTAVIS LABS FL INC,Approved,VALGANCICLOVIR HYDROCHLORIDE,0,0
NUVESSA,ALLERGAN SALES LLC,Approved,METRONIDAZOLE,0,0
TEMOZOLOMIDE,MYLAN PHARMS INC,Approved,TEMOZOLOMIDE,0,0
LINEZOLID,ALEMBIC PHARMS LTD,Approved,LINEZOLID,0,0
DANTROLENE SODIUM,MYLAN INSTITUTIONAL,Approved,DANTROLENE SODIUM,0,0
METRONIDAZOLE,APPCO PHARMA LLC,Approved,METRONIDAZOLE,0,0
NATEGLINIDE,ZYDUS PHARMS USA INC,Approved,NATEGLINIDE,0,0
ESTRADIOL,AMNEAL PHARMS,Approved,ESTRADIOL,0,0
ODOMZO,NOVARTIS PHARMS CORP,Approved,SONIDEGIB PHOSPHATE,0,0
"BROMPHENIRAMINE MALEATE, PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE",PADDOCK LLC,Approved,BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE,0,0
CARBIDOPA,EDENBRIDGE PHARMS,Approved,CARBIDOPA,0,0
PROPOFOL,WATSON LABS INC,Approved,PROPOFOL,0,0
TIMOLOL,AKORN,Approved,TIMOLOL,0,0
LIDOCAINE,TELIGENT PHARMA INC,Approved,LIDOCAINE,0,0
FLURANDRENOLIDE,TELIGENT PHARMA INC,Approved,FLURANDRENOLIDE,0,0
MOXIFLOXACIN HYDROCHLORIDE,CROSSMEDIKA SA,Approved,MOXIFLOXACIN HYDROCHLORIDE,0,0
ALEVE PM,BAYER HLTHCARE,Approved,DIPHENHYDRAMINE HYDROCHLORIDE; NAPROXEN SODIUM,0,0
FARYDAK,NOVARTIS PHARMS CORP,Approved,PANOBINOSTAT LACTATE,0,0
COLISTIMETHATE SODIUM,XELLIA PHARMS APS,Approved,COLISTIMETHATE SODIUM,0,0
LEVOTHYROXINE SODIUM,PAR STERILE PRODUCTS,Approved,LEVOTHYROXINE SODIUM,0,0
ESOMEPRAZOLE SODIUM,ACCORD HLTHCARE,Approved,ESOMEPRAZOLE SODIUM,0,0
INCRUSE ELLIPTA,GLAXO GRP ENGLAND,Approved,UMECLIDINIUM BROMIDE,0,0
ORALTAG,INTERPHARMA PRAHA AS,Approved,IOHEXOL,0,0
OMIDRIA,OMEROS,Approved,KETOROLAC TROMETHAMINE; PHENYLEPHRINE HYDROCHLORIDE,0,0
VECURONIUM BROMIDE,GLAND PHARMA LTD,Approved,VECURONIUM BROMIDE,0,0
PREZCOBIX,JANSSEN PRODS,Approved,COBICISTAT; DARUNAVIR ETHANOLATE,0,0
CITALOPRAM HYDROBROMIDE,JUBILANT GENERICS,Approved,CITALOPRAM HYDROBROMIDE,0,0
HEMANGEOL,PIERRE FABRE DERMA,Approved,PROPRANOLOL HYDROCHLORIDE,0,0
PINDOLOL,NOSTRUM LABS INC,Approved,PINDOLOL,0,0
REXULTI,OTSUKA PHARM CO LTD,Approved,BREXPIPRAZOLE,0,0
DAPSONE,ALVOGEN,Approved,DAPSONE,0,0
KITABIS PAK,PULMOFLOW INC,Approved,TOBRAMYCIN,0,0
FLONASE ALLERGY RELIEF,GLAXOSMITHKLINE CONS,Approved,FLUTICASONE PROPIONATE,0,0
SIVEXTRO,CUBIST PHARMS LLC,Approved,TEDIZOLID PHOSPHATE,0,0
OTEZLA,CELGENE CORP,Approved,APREMILAST,0,0
TRI-MILI,AUROBINDO PHARMA LTD,Approved,ETHINYL ESTRADIOL; NORGESTIMATE,0,0
LINEZOLID,HOSPIRA INC,Approved,LINEZOLID,0,0
MEMANTINE HYDROCHLORIDE,BIO-PHARM INC,Approved,MEMANTINE HYDROCHLORIDE,0,0
MILI,AUROBINDO PHARMA LTD,Approved,ETHINYL ESTRADIOL; NORGESTIMATE,0,0
ETHACRYNATE SODIUM,PAR STERILE PRODUCTS,Approved,ETHACRYNATE SODIUM,0,0
OBREDON,SOVEREIGN PHARMS,Approved,GUAIFENESIN; HYDROCODONE BITARTRATE,0,0
